Zip Code,Population,Male,Female,Median age (years),Male Median age (years),Female Median age (years)
90041,27425,13212,14213,38.8,38.5,39.1
90042,62430,30836,31594,31.2,29.7,32.7
90043,44789,20561,24228,39,37.3,40.4
90044,89779,43128,46651,33.6,32.7,34.4
90045,39480,18958,20522,38.7,35.6,40.8
90046,48581,25854,22727,28.6,27.2,29.9
90047,48606,22129,26477,35.6,34.9,36.3
90048,21397,10132,11265,38.5,39.2,37.5
90049,35482,16359,19123,36.2,32.7,38.8
90056,7827,3436,4391,39.2,39.3,39.1
90057,44998,24300,20698,41.3,41.4,41.1
90058,3223,1555,1668,48.4,46.7,49.5
90059,40952,19623,21329,31.2,30.4,32.4
90061,26872,13049,13823,26,23.7,28.2
90062,32821,15720,17101,25.7,24.3,27
90063,55758,27843,27915,28.4,27,29.8
90064,25403,12297,13106,31.8,29.9,33.7
90065,45527,22873,22654,29,28.3,29.8
90066,55277,27714,27563,40,38.8,41.3
90067,2424,1074,1350,36.1,35.3,36.8
90068,22286,12018,10268,37.3,36.3,38.4
90069,20483,12153,8330,65.3,64.7,65.9
90071,15,13,2,39.4,40.2,38.3
90073,539,506,33,41.5,42.3,40
90077,9377,4594,4783,45.5,45.5,36.5
90079,0,0,0,56.9,56.9,56.5
90089,3217,1436,1781,47.9,48,47.7
90090,0,0,0,0,0,0
90094,5464,2559,2905,19.3,19.3,19.2
90095,3,2,1,0,0,0
90201,101279,50658,50621,33.7,34,33.3
90210,21741,10292,11449,52.5,38.5,52.5
90211,8434,3849,4585,27.8,27.1,28.4
90212,11555,5211,6344,47.5,47.9,47.1
90220,49328,23773,25555,40.6,40,41.1
90221,53704,26346,27358,41.2,40.5,41.8
90222,31869,15375,16494,29.8,28.1,31.6
90230,31766,14932,16834,26.7,26.1,27.3
90232,15149,7333,7816,27.3,26.3,28.2
90240,25876,12501,13375,39.1,36.7,41.2
90241,42399,20466,21933,38.6,36.9,40
90242,43497,21207,22290,35.5,34,36.9
90245,16654,8304,8350,33.9,32.4,35.3
90247,47487,23217,24270,31.6,30.5,32.8
90248,9947,4823,5124,39.2,38.4,39.8
90249,26669,12897,13772,35.5,34.1,36.8
90250,93193,45113,48080,41.2,39.8,42.5
90254,19506,10273,9233,37.2,35.9,38.3
90255,75066,37525,37541,31.9,30.9,32.8
90260,34924,17509,17415,37,37.3,36.6
90262,69745,33919,35826,29.1,28.2,29.9
90263,1612,665,947,32.7,31.6,33.7
90265,18116,9159,8957,27.8,27,28.6
90266,35135,17605,17530,19.7,19.7,19.6
90270,27372,13992,13380,46.5,46.3,46.7
90272,22986,10952,12034,40.9,40.7,41
90274,25209,12199,13010,27.9,27.4,28.5
90275,41804,20283,21521,47.3,46.8,47.7
90277,35293,17521,17772,49.4,49.4,49.4
90278,40071,19848,20223,47.8,47.1,48.4
90280,94396,46321,48075,42,41.9,42.1
90290,6368,3180,3188,38.2,37.6,38.8
90291,28341,14757,13584,29.4,28.5,30.2
90292,21576,10729,10847,45,45.6,44.5
90293,12132,5890,6242,37.6,37.8,37.4
90301,36568,17633,18935,41.2,41.4,41
90302,29415,13803,15612,40.4,39.8,40.9
90303,26176,12733,13443,32.6,31.2,33.9
90304,28210,14503,13707,32.8,31.3,34.1
90305,14853,6552,8301,30.4,28.9,31.9
90401,6722,3524,3198,28.1,27.9,28.3
90402,12250,5809,6441,43.3,40.2,45.4
90403,24525,11426,13099,37.8,38.2,37.3
90404,21360,10292,11068,47,46.7,47.2
90405,27186,13364,13822,40.8,40.4,41.1
90501,43180,21483,21697,37.4,35.8,39
90502,18010,8811,9199,40.8,40.3,41.4
90503,44383,21481,22902,35,33.9,36.1
90504,32102,15886,16216,40.2,38.4,42
90505,36678,17684,18994,40.8,39.8,41.7
90506,0,0,0,40.3,38.9,41.7
90601,31974,15312,16662,43,41.9,44
90602,25777,12720,13057,0,0,0
90603,20063,9694,10369,36.6,35.7,37.5
90604,39407,19270,20137,30.9,30,32
90605,40331,20033,20298,39.4,38.1,40.7
90606,32396,15936,16460,34.1,32.9,35.3
90620,45113,22241,22872,32.6,31.4,33.8
90621,35153,17377,17776,33.5,32.1,34.8
90623,15554,7516,8038,37.9,36,39.6
90630,47993,23204,24789,32.1,31.2,33.2
90631,67619,33320,34299,41.2,39.8,42.5
90638,49012,23520,25492,40,38.3,41.3
90640,62549,30189,32360,34.8,33.5,36.2
90650,105549,52364,53185,37.9,36.5,39.1
90660,62928,30738,32190,34.7,32.9,36.5
90670,14866,7163,7703,32.5,31,34.1
90680,29945,14811,15134,34,32.6,35.3
90701,16591,8227,8364,36.2,34,38.2
90703,49399,23785,25614,33.5,32,34.8
90704,4090,2101,1989,38.2,36.9,39.5
90706,76615,37203,39412,43.9,42.2,45.2
90710,25457,12291,13166,37.2,36.4,37.9
90712,31499,15277,16222,31.9,30.8,33.1
90713,27925,13574,14351,36.7,35.1,38
90715,20388,9935,10453,38.4,36.9,39.6
90716,14184,7078,7106,39,37.8,40
90717,21318,10317,11001,33.9,32.5,35.3
90720,21751,10423,11328,28.3,26.9,30
90723,54099,26315,27784,39.5,37.9,40.7
90731,59662,29951,29711,41.7,40.3,42.9
90732,21115,9843,11272,28.6,27.7,29.4
90740,23729,10423,13306,35.6,35.1,36.2
90742,831,454,377,45,42.8,46.8
90743,456,238,218,57.5,53.7,60.6
90744,53815,27298,26517,45.8,44.8,47.7
90745,57251,27754,29497,45.2,45.1,45.3
90746,25990,11944,14046,28.7,28.2,29.3
90747,0,0,0,37.1,35.4,38.6
90755,11074,5462,5612,40.7,38.5,42.4
90802,39347,20387,18960,0,0,0
90803,32031,15609,16422,36.1,35.8,36.4
90804,40311,19686,20625,34.7,35.7,33.6
90805,93524,45229,48295,42.7,42.9,42.6
90806,42399,20717,21682,29.8,29.7,30
90807,31481,15153,16328,29,27.9,30.1
90808,38232,18408,19824,30.3,29.1,31.5
90810,36735,18067,18668,39.7,38.7,40.7
90813,58911,29425,29486,41.6,40.5,42.7
90814,19131,9356,9775,31.8,30.6,32.9
90815,39733,19124,20609,27.3,27,27.5
90822,117,109,8,37.2,37,37.3
90831,0,0,0,37.9,36.8,38.8
91001,36126,17421,18705,63.9,64.8,47
91006,31715,15283,16432,0,0,0
91007,34095,16039,18056,41.6,40.1,43.2
91008,1391,614,777,42.7,41.7,43.6
91010,26074,12461,13613,43.8,42.3,45.1
91011,20280,9863,10417,54.6,51.4,58
91016,40598,19434,21164,38.1,36,40
91020,8415,3966,4449,45.9,45.5,46.2
91024,10917,5165,5752,37.9,35.9,39.6
91030,25616,12160,13456,40.2,38.3,41.6
91040,20372,10120,10252,46.6,45.4,47.6
91042,27585,13734,13851,40.1,39.2,40.8
91046,156,51,105,43.3,42.4,44
91101,20460,9926,10534,40.7,39.7,41.8
91103,27480,13481,13999,74,65.5,78.2
91104,36751,17874,18877,33.7,33.2,34.3
91105,11254,5432,5822,35,33.4,36.8
91106,24229,11993,12236,38.2,36.9,39.6
91107,32940,15940,17000,49,47.6,50.5
91108,13361,6410,6951,34.6,33.2,36.3
91201,22781,11123,11658,41.2,39.9,42.6
91202,22830,10805,12025,45.4,44.7,46
91203,13220,6279,6941,40.4,39,41.7
91204,16032,7699,8333,41.7,40.1,43
91205,37810,18084,19726,38.9,37.6,40.4
91206,33065,15544,17521,38.1,36.6,39.5
91207,10506,4924,5582,39.1,36.7,41.1
91208,16245,7756,8489,42.6,41,43.9
91210,328,162,166,45.5,45.2,45.8
91214,30356,14642,15714,43.6,43.1,44
91301,25488,12511,12977,33.9,33.9,34
91302,25709,12487,13222,42.5,41.5,43.3
91303,26855,13907,12948,42.7,41.8,43.5
91304,50231,24827,25404,42.4,41.8,42.9
91306,45061,22679,22382,31.1,30.4,32.1
91307,24474,11939,12535,35.9,34.6,37.4
91311,36557,17838,18719,35.4,34,36.7
91316,26898,12717,14181,43.4,42.1,44.5
91320,44274,21952,22322,42.7,41.2,44.1
91321,34882,17402,17480,42.1,40.7,43.6
91324,27669,13545,14124,39.9,39.1,40.7
91325,32417,15819,16598,33.3,31.2,35.5
91326,33708,16394,17314,36.5,34.6,38.3
91330,2702,1103,1599,35.4,33.7,37.2
91331,103689,52358,51331,42.7,41.7,43.6
91335,74363,36596,37767,19.6,19.7,19.5
91340,34188,17130,17058,29.5,28.9,30.2
91342,91725,45786,45939,35.5,33.9,37.1
91343,60254,30145,30109,30.1,29.5,30.8
91344,51747,25212,26535,31.9,30.6,33.1
91345,18496,9110,9386,32.3,31.3,33.4
91350,33348,16270,17078,41,39.8,42.2
91351,32362,16086,16276,35.7,33.5,38.1
91352,47807,23980,23827,36.4,35.4,37.4
91354,28722,14046,14676,33.9,32.5,35.2
91355,32605,15773,16832,32.1,31.3,33
91356,29458,14216,15242,36.4,35.5,37.1
91360,42402,20755,21647,38.8,37.4,39.9
91361,20438,9854,10584,41.7,40.4,43
91362,36045,17562,18483,41.5,39.7,43.5
91364,25851,12739,13112,47.6,46.4,48.7
91367,39499,19171,20328,42.6,41.5,43.7
91371,1,0,1,44,43.1,45
91377,13811,6641,7170,41,39.7,42.3
91381,20158,9852,10306,73.5,0,73.5
91384,29855,18503,11352,41.7,40.3,42.8
91387,40328,20106,20222,36,35.2,36.6
91390,19786,9911,9875,32.5,30.9,36.1
91401,39285,19613,19672,33,32,34
91402,69817,35095,34722,40.1,40.1,40.1
91403,23484,11277,12207,36,34.7,37.3
91405,51145,25498,25647,30.1,29,31.3
91406,51558,25956,25602,39.4,38.6,40.2
91411,24628,12495,12133,32.6,31.5,33.7
91423,30991,14789,16202,33.6,32.6,34.6
91436,14372,6890,7482,33.8,32.8,34.9
91501,20849,10040,10809,39.2,38.5,39.8
91502,11371,5402,5969,46.5,46.2,46.8
91504,24939,12006,12933,38.3,36.9,39.4
91505,30778,15121,15657,36.4,34.3,38.5
91506,18904,9115,9789,38.6,37.4,39.8
91601,37180,18932,18248,38.9,38.2,39.6
91602,17473,8722,8751,40.9,39.8,42
91604,29034,14271,14763,32.9,32.9,33
91605,56343,28417,27926,38,38.1,37.8
91606,44958,22376,22582,40.2,40.3,40.2
91607,27927,13635,14292,31.9,30.9,32.9
91608,0,0,0,34.3,33.1,35.6
91701,38976,18966,20010,38.2,37.3,39
91702,59705,29486,30219,0,0,0
91706,76571,37969,38602,39.6,37.9,40.9
91708,3369,685,2684,29.4,28.8,30.2
91709,74796,36954,37842,30.5,29.4,31.8
91710,80358,42283,38075,36,30.6,36.9
91711,35705,16777,18928,36.6,35.6,37.5
91722,34409,16859,17550,33,32.5,33.7
91723,18275,8783,9492,38.6,36.7,40.1
91724,26184,12780,13404,34,32.6,35.5
91730,66925,33393,33532,35,32.9,36.7
91731,29591,14888,14703,37.9,35.8,39.7
91732,61386,30755,30631,32,30.9,33.2
91733,43896,22191,21705,32.9,31.4,34.6
91737,24740,12089,12651,31.4,30.3,32.6
91739,34794,17254,17540,30.5,29.7,31.4
91740,25356,12269,13087,38.5,36.9,39.7
91741,25824,12498,13326,33,32.3,33.8
91744,85040,42564,42476,38.5,36.6,40.3
91745,54013,26287,27726,41.8,40.5,43
91746,30485,15116,15369,30.9,29.9,32.1
91748,45406,22368,23038,40.1,38.4,41.7
91750,33249,15881,17368,32.4,31.3,33.4
91752,30047,14981,15066,39.8,38,41.3
91754,32742,15620,17122,42.6,40.4,44.5
91755,27496,13271,14225,32.2,31.7,32.7
91759,476,239,237,42.9,41.1,44.6
91761,56913,28360,28553,43.4,41.6,45.1
91762,55857,27686,28171,47.2,45.6,47.6
91763,36375,18099,18276,30.6,29.9,31.4
91764,54086,27027,27059,30.4,29.3,31.6
91765,46457,22702,23755,30.8,29.3,32.3
91766,71599,36111,35488,28.7,28,29.5
91767,48068,23685,24383,40.8,39.3,42.1
91768,34537,17509,17028,28.7,27.8,29.8
91770,62097,30521,31576,31.2,30,32.4
91773,33119,15737,17382,27.3,26.4,28.4
91775,23988,11448,12540,38.3,36.9,39.7
91776,38475,18751,19724,42.5,40.7,44.1
91780,34332,16438,17894,41.4,40,42.7
91784,25938,12729,13209,39,37.5,40.4
91786,51165,24516,26649,41.1,39.7,42.3
91789,43079,20988,22091,44.5,44,45.1
91790,44907,21721,23186,33,31.5,34.5
91791,32414,15512,16902,42.8,41.2,44.2
91792,30854,14950,15904,35.2,33.5,36.7
91801,52735,24833,27902,38,35.7,40
91803,30322,14486,15836,35.3,33.3,37.4
91901,17403,8750,8653,39.1,37.1,40.8
91902,17653,8603,9050,39.6,37.9,41.2
91905,1700,965,735,41.9,40.6,43.2
91906,3627,1959,1668,43.2,41.9,44.3
91910,75802,36862,38940,46,44.2,47.6
91911,82999,39938,43061,37.2,35.8,39.1
91913,40971,19793,21178,35.6,33.4,37.5
91914,15448,7521,7927,33.5,31.4,35.2
91915,24659,12044,12615,32,30.9,33
91916,1622,828,794,34.2,33.4,34.7
91917,992,513,479,31.8,30.9,32.5
91931,592,305,287,48.8,48.8,48.8
91932,25718,12874,12844,39.8,39.6,40
91934,737,378,359,43.7,43.8,43.6
91935,8624,4392,4232,31.5,30.4,32.8
91941,31779,15341,16438,45.8,47.3,44.9
91942,38069,18064,20005,46.7,46.7,46.8
91945,25460,12426,13034,40.7,39.4,41.9
91948,78,36,42,37.5,35.6,39.7
91950,60322,31009,29313,35,33.9,36
91962,1646,827,819,60.8,65.5,59.5
91963,1118,576,542,30.2,27.8,33.3
91977,58368,28506,29862,48.6,49,48.3
91978,8896,4347,4549,37.9,37.8,38
91980,165,79,86,33.5,32,34.9
92003,4746,2335,2411,36.8,34.6,39
92004,3881,1943,1938,35.5,36.5,34.5
92007,10429,5239,5190,44.7,44.9,44.5
92008,27649,14098,13551,55.3,56.1,54.8
92009,40747,19672,21075,39.9,39,40.8
92010,14382,6950,7432,39.3,37.2,41.5
92011,22405,10700,11705,40.2,39.6,40.8
92014,13154,6509,6645,39.8,38.9,40.5
92019,42598,20799,21799,42.4,41.3,43.4
92020,57767,28375,29392,49.1,48.6,49.5
92021,65068,31821,33247,39.2,37.6,40.6
92024,49121,24214,24907,34.7,33.3,36.1
92025,49978,25149,24829,35.3,34,36.6
92026,48922,24017,24905,42,40.7,43.3
92027,53881,26927,26954,31.1,30.4,32
92028,46239,23098,23141,37.4,35.9,38.8
92029,19021,9292,9729,32.4,31.5,33.5
92036,3440,1755,1685,40,38.6,41.2
92037,46781,22678,24103,43.4,42.2,44.6
92040,41281,20565,20716,52.4,52,52.7
92054,40375,20529,19846,34.7,33,36.4
92055,15655,14267,1388,38.5,37.1,39.7
92056,51835,25146,26689,32.6,32.1,33.2
92057,54096,26405,27691,21.4,21.4,21
92058,42436,22025,20411,38.4,35.9,40.6
92059,1618,796,822,34.7,33,36.2
92060,218,119,99,24.6,23.8,25.6
92061,2499,1290,1209,30.9,29.5,32.4
92064,47904,23604,24300,55.2,54.8,55.8
92065,35414,17837,17577,42,39.6,43.9
92066,378,195,183,41.3,39.8,42.7
92067,9535,4691,4844,39.7,38.9,40.4
92069,46369,23166,23203,51.4,52.9,49.1
92070,1245,626,619,50.2,50.5,49.8
92071,53422,25826,27596,31.5,30.5,32.6
92075,12056,5953,6103,44.2,43.7,44.8
92078,42906,20311,22595,37.2,35.7,38.6
92081,27404,13663,13741,43.3,42,44.4
92082,19037,9626,9411,36.6,35.5,37.6
92083,36975,18844,18131,35.3,33.6,37.4
92084,47654,23840,23814,41.4,41,41.8
92086,1573,737,836,29.1,28.7,29.7
92091,1048,476,572,33.9,32.8,35
92101,37095,22255,14840,54.7,55.8,53.1
92102,43267,21915,21352,59,60.2,58.6
92103,31066,16155,14911,37.3,38.3,35.6
92104,44414,22811,21603,30.5,30.4,30.6
92105,69813,34661,35152,40.5,41.5,39.2
92106,19330,9871,9459,34.3,34.8,33.7
92107,28651,14778,13873,28.8,28.2,29.5
92108,18858,9446,9412,39.2,37.5,41
92109,45787,24648,21139,33.9,34.1,33.6
92110,25341,12715,12626,30.6,31.3,29.9
92111,45096,22275,22821,30.6,31,30
92113,56066,30009,26057,33.6,34.1,33.1
92114,65433,32091,33342,35.6,34.2,37.1
92115,58560,29075,29485,25.2,24.3,26.9
92116,31680,15980,15700,33.7,31.9,35.6
92117,51332,25877,25455,28,27.8,28.3
92118,23575,13532,10043,36,36.6,35.4
92119,23057,11041,12016,38.7,36.9,40.4
92120,26317,12686,13631,32.7,28,41.3
92121,4179,2182,1997,43,40.9,45.1
92122,43728,21619,22109,42.9,41.3,44.4
92123,26823,13237,13586,30.2,29.5,31.1
92124,30443,14945,15498,30.7,30.2,31.2
92126,73343,38728,34615,32.6,31.5,33.7
92127,39337,19303,20034,30.4,29.6,31.2
92128,47490,22379,25111,33.3,31.1,35.9
92129,51536,25509,26027,35.2,34.3,35.9
92130,48940,23932,25008,42.3,40.5,44.1
92131,32787,16089,16698,38,36.8,39.1
92132,0,0,0,37.6,37.2,38
92134,198,161,37,38.7,38.4,39.1
92135,571,502,69,0,0,0
92139,35125,16905,18220,23.1,23.3,22.5
92140,3435,3407,28,22,22.2,20.9
92145,1449,713,736,32.8,31,34.6
92147,559,455,104,20,20,21.7
92154,79708,41254,38454,31.4,31.2,31.7
92155,550,508,42,22.4,22.9,21
92173,29429,13906,15523,32.9,31.8,34.2
92201,61827,30567,31260,23.5,23.7,21.8
92203,25605,12597,13008,29.2,26.4,31.8
92210,4677,2132,2545,30.8,29.6,32
92211,24294,11257,13037,36.5,35.8,37.3
92220,31638,15295,16343,67.1,68.2,66.4
92222,45,26,19,63.8,64,63.7
92223,43605,21206,22399,42.2,38.7,45.6
92225,24310,16065,8245,36.3,35,36.8
92227,26234,12808,13426,34.5,33.7,35.3
92230,2550,1279,1271,37.9,39.2,33.4
92231,39073,18512,20561,30.5,29.3,31.8
92233,8099,6116,1983,31.4,30.3,32.9
92234,51151,26308,24843,31.9,29.3,34.1
92236,41083,20488,20595,33,33.2,30.7
92239,223,117,106,36,36.1,35.9
92240,34722,17428,17294,24.6,24,25.1
92241,8803,4457,4346,47.7,47.3,48.5
92242,1539,779,760,31.7,30.9,32.4
92243,48030,23812,24218,51.7,50.1,53.6
92249,7334,3512,3822,57.3,57.3,57.4
92250,8285,4078,4207,32.1,30.2,34.2
92251,21583,12891,8692,27.6,26.4,28.3
92252,9647,4836,4811,34.3,33.7,34.8
92253,37262,18000,19262,31.6,31.7,31.3
92254,12768,6702,6066,40.7,39.4,42.1
92256,3588,1846,1742,45.6,44.6,46.5
92257,2326,1183,1143,23.7,23.7,23.7
92258,861,471,390,47.3,46.8,47.9
92259,390,213,177,53.5,52.8,54.2
92260,31753,14920,16833,31,30.7,31.5
92262,26179,14506,11673,55.7,55.8,55.6
92264,19383,11143,8240,52.3,50,54.3
92266,234,134,100,47.8,48.3,46.9
92267,126,63,63,56.3,55.4,58
92268,574,294,280,54.8,55.8,52.5
92270,17220,8510,8710,60,61.8,57.5
92273,1823,887,936,56.4,57,55.5
92274,19801,10482,9319,62.3,61.7,62.7
92275,1506,749,757,28.4,26.6,30.2
92276,7585,3799,3786,25.5,25.4,25.8
92277,23911,12070,11841,38.5,38.4,38.5
92278,3846,3494,352,42.7,39.9,45.1
92280,14,2,12,25.9,25.8,26.1
92281,2432,1138,1294,21.6,21.6,21.3
92282,1239,664,575,64,28,65.5
92283,3158,1531,1627,29.7,29,30.4
92284,25095,12324,12771,41.2,41.4,40.9
92285,2632,1388,1244,34,34.8,33.6
92301,32725,16857,15868,41.2,39.9,42.7
92304,17,13,4,51.3,51.8,50.8
92305,535,264,271,25.6,25.3,26
92307,37630,18650,18980,46.5,46.5,47.5
92308,39837,19416,20421,48.2,48.5,47.9
92309,763,410,353,37.2,35.3,39.1
92310,8845,5034,3811,38.1,35.9,40
92311,31894,16007,15887,26.5,25.2,27.8
92313,12025,5793,6232,23.9,24.2,23.3
92314,10162,5138,5024,32.2,31,33.5
92315,5094,2615,2479,36.1,34.3,37.9
92316,30830,15538,15292,43.2,42.1,44.4
92320,7788,3734,4054,46.3,44.3,48.2
92321,1522,803,719,28.3,27.4,29
92322,1257,636,621,48.9,46.9,50.9
92324,56505,27716,28789,37.5,35.7,40.2
92325,9391,4772,4619,45.2,45.2,45.1
92327,632,336,296,28.7,28,29.4
92328,445,261,184,43,42.8,43.3
92332,65,47,18,44.9,45,44.9
92333,472,235,237,47.9,48.9,44.6
92335,95397,47699,47698,51.5,47.5,53.5
92336,88419,43786,44633,54.6,55,53.5
92337,37849,18966,18883,26.9,26.2,27.6
92338,12,5,7,30.1,29.1,31
92339,885,445,440,28.8,27.8,29.6
92341,410,225,185,49,52.5,28.5
92342,6379,3189,3190,45,45.1,44.8
92344,20769,10329,10440,48.9,48.9,48.9
92345,78715,39118,39597,45.7,45.1,46.3
92346,54923,26943,27980,30.9,30.3,31.4
92347,1692,857,835,31.2,30,32.4
92352,8004,4036,3968,34.5,33.6,35.4
92354,21559,10100,11459,38.9,38.9,38.9
92356,6455,3356,3099,45.6,45.6,45.6
92358,707,366,341,34.1,32.4,35.7
92359,8103,4017,4086,43.5,43.4,43.6
92363,5321,2683,2638,52.1,51.6,52.9
92364,90,47,43,34.5,33.3,35.6
92365,2637,1339,1298,40,37.3,42
92368,1113,592,521,43.3,43.8,38.5
92371,16763,8565,8198,45.2,45.2,45.2
92372,6220,3136,3084,33.1,34.6,32.3
92373,33423,15762,17661,37.9,37.2,38.5
92374,40267,19353,20914,41.8,41.5,42
92376,81516,39551,41965,39.7,38.5,40.7
92377,19989,9894,10095,32.7,30.9,34.4
92378,183,89,94,27.6,26.5,28.7
92382,5268,2710,2558,32.6,31.4,33.8
92384,36,18,18,38.5,41.3,36.5
92385,313,150,163,41.9,41.8,42
92386,2270,1163,1107,46,46,46
92389,156,89,67,50.1,51,49.1
92391,2534,1317,1217,41.7,40.3,43.2
92392,54858,26839,28019,56.7,56.8,55.9
92394,33237,18149,15088,35.8,33.8,37.4
92395,42400,20290,22110,29.4,28.4,30.5
92397,4894,2522,2372,29.8,30.7,28.4
92398,1379,707,672,31.7,30.2,33.3
92399,52606,25954,26652,44.1,44,44.2
92401,1932,953,979,40.3,39.5,41.1
92404,58271,28141,30130,38.1,36.4,39.5
92405,28873,14249,14624,27,25.9,28
92407,56689,28105,28584,29.1,27.7,30.4
92408,15271,8413,6858,28.5,27.6,29.5
92410,49410,24251,25159,27.5,27,28
92411,26214,12803,13411,30.2,30.4,29.9
92501,20970,10789,10181,25.5,24.6,26.2
92503,84519,42058,42461,26.7,25.4,27.7
92504,53778,26232,27546,31.4,31.1,31.8
92505,47672,23563,24109,30.8,29.7,32.1
92506,44001,21413,22588,32.4,30.7,34.2
92507,58002,28739,29263,29.8,29.1,30.5
92508,35000,17320,17680,40.4,38.5,42.1
92509,75196,37947,37249,24.2,24.1,24.3
92518,1162,599,563,33,31.5,34.2
92530,50216,25354,24862,29.9,29.2,30.6
92532,18644,9289,9355,62.9,57,76.5
92536,3810,1964,1846,30.2,29.7,30.9
92539,4734,2393,2341,31.1,30.7,31.4
92543,33555,15679,17876,48.4,48.6,48.3
92544,44734,21850,22884,46.1,46.4,45.7
92545,39457,18762,20695,37,34.4,39.2
92548,6643,3363,3280,37.1,35.8,38.2
92549,3926,1955,1971,41.9,39.2,44.9
92551,30815,14916,15899,36.4,33.9,38.7
92553,73722,36130,37592,49.9,49.8,50.1
92555,39076,19025,20051,27.3,26.3,28.2
92557,50320,24491,25829,26.8,25.7,28
92561,1661,866,795,30.6,29.3,31.9
92562,62079,30267,31812,30.8,29.3,32.3
92563,53892,26874,27018,53.5,54.6,52.3
92567,9459,4730,4729,35.7,33.7,37.3
92570,53697,27501,26196,32,30.8,33.2
92571,52516,25943,26573,33.2,33,33.4
92582,15649,7666,7983,29,28.6,29.5
92583,30236,14702,15534,25.8,24.8,26.7
92584,43400,21401,21999,28.5,27.7,29.3
92585,17797,8845,8952,32.3,30.5,33.9
92586,19815,8751,11064,32.6,31.6,33.5
92587,16675,8356,8319,32.6,31.2,33.7
92590,3660,1804,1856,60.6,57.1,62.7
92591,38272,18675,19597,38.1,37.3,38.7
92592,72492,35736,36756,42.2,42,42.3
92595,29851,14712,15139,33.5,31.9,35
92596,23172,11520,11652,34.6,33.8,35.3
92602,22871,11143,11728,34.9,33.8,35.9
92603,20184,10024,10160,31.1,30.6,31.7
92604,26853,12997,13856,33.9,34,33.8
92606,21495,10466,11029,39.6,39.1,40
92610,11248,5623,5625,40.1,37.4,42.1
92612,27522,13425,14097,34.8,33.8,35.6
92614,24748,11975,12773,35.7,35.2,36.1
92617,14044,6721,7323,30.6,29.6,31.8
92618,16366,8252,8114,35,33.3,36.6
92620,38486,18533,19953,20.6,21.1,20.3
92624,7248,3652,3596,33.8,33.2,34.3
92625,12478,5817,6661,37,36,37.8
92626,49341,24786,24555,43.1,41.7,44.6
92627,61510,31607,29903,50.2,50.1,50.2
92629,25756,12693,13063,34.3,33.7,35.1
92630,59182,29398,29784,33.1,32.7,33.6
92637,16012,5716,10296,45.4,44,46.5
92646,55224,27076,28148,37.6,35.9,39.3
92647,57245,28566,28679,76.8,76.1,77.1
92648,45317,22719,22598,43,41.7,44.2
92649,32463,16037,16426,35.5,34.5,36.6
92651,23881,11977,11904,39.9,39.1,40.7
92653,29291,14371,14920,43.8,43,44.5
92655,8337,4111,4226,48.3,48.5,48.2
92656,49046,23506,25540,40.5,38.8,42.1
92657,9741,4709,5032,36.9,36.3,37.5
92660,34797,16839,17958,35.5,34.9,36
92661,3744,1981,1763,43.8,45,42.7
92662,2756,1230,1526,44.2,43.4,45
92663,21649,11377,10272,44.7,43.2,46.3
92672,34464,17412,17052,56.8,57.2,56.4
92673,29309,14613,14696,38,36.3,40
92675,34731,17225,17506,40.2,38.9,41.6
92676,1945,989,956,39.1,38.6,39.5
92677,63297,30676,32621,40.3,38.5,41.9
